feature,gain
ohe__CodArticulo_ME000052181,0.0
ohe__CodArticulo_ME000052023,0.0
ohe__CodArticulo_ME000056021,0.0
ohe__CodArticulo_ME000055987,0.0
ohe__CodArticulo_ME000055474,0.0
ohe__CodArticulo_ME000055428,0.0
ohe__CodArticulo_ME000055427,0.0
ohe__CodArticulo_ME000055422,0.0
ohe__CodArticulo_ME000055376,0.0
ohe__CodArticulo_ME000055375,0.0
ohe__CodArticulo_ME000055373,0.0
ohe__CodArticulo_ME000055371,0.0
ohe__CodArticulo_ME000055369,0.0
ohe__CodArticulo_ME000055365,0.0
ohe__CodArticulo_ME000055341,0.0
ohe__CodArticulo_ME000055339,0.0
ohe__CodArticulo_ME000054864,0.0
ohe__CodArticulo_ME000054073,0.0
ohe__CodArticulo_ME000056451,0.0
ohe__CodArticulo_ME000056450,0.0
ohe__CodArticulo_ME000056449,0.0
ohe__CodArticulo_ME000056448,0.0
ohe__CodArticulo_ME000056446,0.0
ohe__CodArticulo_ME000056443,0.0
ohe__CodArticulo_ME000056207,0.0
ohe__CodArticulo_ME000056206,0.0
ohe__CodArticulo_ME000056205,0.0
ohe__CodArticulo_ME000056204,0.0
ohe__CodArticulo_ME000056195,0.0
ohe__CodArticulo_ME000056194,0.0
ohe__CodArticulo_ME000056193,0.0
ohe__CodArticulo_ME000056192,0.0
ohe__CodArticulo_ME000056191,0.0
ohe__CodArticulo_ME000056190,0.0
ohe__CodArticulo_ME000058672,0.0
ohe__CodArticulo_ME000058514,0.0
ohe__CodArticulo_ME000058073,0.0
ohe__CodArticulo_ME000057883,0.0
ohe__CodArticulo_ME000057877,0.0
ohe__CodArticulo_ME000057875,0.0
ohe__CodArticulo_ME000057874,0.0
ohe__CodArticulo_ME000057357,0.0
ohe__CodArticulo_ME000057356,0.0
ohe__CodArticulo_ME000057019,0.0
ohe__CodArticulo_ME000056464,0.0
ohe__CodArticulo_ME000056459,0.0
ohe__CodArticulo_ME000056454,0.0
ohe__CodArticulo_ME000056453,0.0
ohe__CodArticulo_ME000060323,0.0
ohe__CodArticulo_ME000060320,0.0
ohe__CodArticulo_ME000060319,0.0
ohe__CodArticulo_ME000060318,0.0
ohe__CodArticulo_ME000060316,0.0
ohe__CodArticulo_ME000060315,0.0
ohe__CodArticulo_ME000060314,0.0
ohe__CodArticulo_ME000060313,0.0
ohe__CodArticulo_ME000060311,0.0
ohe__CodArticulo_ME000060310,0.0
ohe__CodArticulo_ME000060309,0.0
ohe__CodArticulo_ME000060308,0.0
ohe__CodArticulo_ME000060287,0.0
ohe__CodArticulo_ME000059492,0.0
ohe__CodArticulo_ME000059491,0.0
ohe__CodArticulo_ME000058673,0.0
ohe__CodArticulo_ME000060463,0.0
ohe__CodArticulo_ME000060462,0.0
ohe__CodArticulo_ME000060461,0.0
ohe__CodArticulo_ME000060460,0.0
ohe__CodArticulo_ME000060459,0.0
ohe__CodArticulo_ME000060458,0.0
ohe__CodArticulo_ME000060456,0.0
ohe__CodArticulo_ME000060453,0.0
ohe__CodArticulo_ME000060451,0.0
ohe__CodArticulo_ME000060450,0.0
ohe__CodArticulo_ME000060447,0.0
ohe__CodArticulo_ME000060442,0.0
ohe__CodArticulo_ME000060441,0.0
ohe__CodArticulo_ME000060440,0.0
ohe__CodArticulo_ME000060439,0.0
ohe__CodArticulo_ME000060408,0.0
ohe__CodArticulo_ME000062819,0.0
ohe__CodArticulo_ME000061762,0.0
ohe__CodArticulo_ME000061551,0.0
ohe__CodArticulo_ME000061550,0.0
ohe__CodArticulo_ME000061548,0.0
ohe__CodArticulo_ME000061342,0.0
ohe__CodArticulo_ME000061254,0.0
ohe__CodArticulo_ME000061253,0.0
ohe__CodArticulo_ME000061252,0.0
ohe__CodArticulo_ME000061245,0.0
ohe__CodArticulo_ME000061241,0.0
ohe__CodArticulo_ME000061240,0.0
ohe__CodArticulo_ME000061239,0.0
ohe__CodArticulo_ME000060466,0.0
ohe__CodArticulo_ME000060465,0.0
ohe__CodArticulo_ME000060464,0.0
ohe__CodArticulo_ME000067069,0.0
ohe__CodArticulo_ME000067050,0.0
ohe__CodArticulo_ME000067049,0.0
ohe__CodArticulo_ME000066904,0.0
ohe__CodArticulo_ME000066903,0.0
ohe__CodArticulo_ME000066900,0.0
ohe__CodArticulo_ME000066898,0.0
ohe__CodArticulo_ME000066896,0.0
ohe__CodArticulo_ME000066410,0.0
ohe__CodArticulo_ME000065426,0.0
ohe__CodArticulo_ME000065256,0.0
ohe__CodArticulo_ME000065253,0.0
ohe__CodArticulo_ME000063589,0.0
ohe__CodArticulo_ME000063572,0.0
ohe__CodArticulo_ME000063570,0.0
ohe__CodArticulo_ME000062822,0.0
ohe__CodArticulo_ME000068513,0.0
ohe__CodArticulo_ME000068512,0.0
ohe__CodArticulo_ME000068511,0.0
ohe__CodArticulo_ME000068401,0.0
ohe__CodArticulo_ME000068399,0.0
ohe__CodArticulo_ME000068398,0.0
ohe__CodArticulo_ME000068011,0.0
ohe__CodArticulo_ME000068010,0.0
ohe__CodArticulo_ME000067987,0.0
ohe__CodArticulo_ME000067613,0.0
ohe__CodArticulo_ME000067141,0.0
ohe__CodArticulo_ME000067140,0.0
ohe__CodArticulo_ME000067090,0.0
ohe__CodArticulo_ME000067087,0.0
ohe__CodArticulo_ME000067080,0.0
ohe__CodArticulo_ME000067074,0.0
ohe__CodArticulo_ME000072545,0.0
ohe__CodArticulo_ME000072482,0.0
ohe__CodArticulo_ME000072481,0.0
ohe__CodArticulo_ME000072263,0.0
ohe__CodArticulo_ME000072262,0.0
ohe__CodArticulo_ME000071665,0.0
ohe__CodArticulo_ME000070434,0.0
ohe__CodArticulo_ME000070433,0.0
ohe__CodArticulo_ME000070004,0.0
ohe__CodArticulo_ME000069709,0.0
ohe__CodArticulo_ME000069409,0.0
ohe__CodArticulo_ME000069280,0.0
ohe__CodArticulo_ME000069273,0.0
ohe__CodArticulo_ME000068913,0.0
ohe__CodArticulo_ME000068912,0.0
ohe__CodArticulo_ME000073509,0.0
ohe__CodArticulo_ME000073508,0.0
ohe__CodArticulo_ME000073507,0.0
ohe__CodArticulo_ME000073506,0.0
ohe__CodArticulo_ME000073505,0.0
ohe__CodArticulo_ME000073504,0.0
ohe__CodArticulo_ME000073503,0.0
ohe__CodArticulo_ME000073502,0.0
ohe__CodArticulo_ME000073501,0.0
ohe__CodArticulo_ME000073500,0.0
ohe__CodArticulo_ME000073499,0.0
ohe__CodArticulo_ME000073496,0.0
ohe__CodArticulo_ME000073494,0.0
ohe__CodArticulo_ME000073493,0.0
ohe__CodArticulo_00000002113,0.0
ohe__CodArticulo_00000002397,0.0
ohe__CodArticulo_00000002396,0.0
ohe__CodArticulo_00000002395,0.0
ohe__CodArticulo_00000002392,0.0
ohe__CodArticulo_00000002381,0.0
ohe__CodArticulo_00000002377,0.0
ohe__CodArticulo_00000002375,0.0
ohe__CodArticulo_00000002372,0.0
ohe__CodArticulo_00000002367,0.0
ohe__CodArticulo_00000002361,0.0
ohe__CodArticulo_00000002357,0.0
ohe__CodArticulo_00000002356,0.0
ohe__CodArticulo_00000002354,0.0
ohe__CodArticulo_00000002343,0.0
ohe__CodArticulo_ME000073491,0.0
ohe__CodArticulo_ME000072546,0.0
ohe__CodArticulo_ME000074764,0.0
ohe__CodArticulo_ME000074094,0.0
ohe__CodArticulo_ME000074093,0.0
ohe__CodArticulo_ME000074092,0.0
ohe__CodArticulo_ME000074091,0.0
ohe__CodArticulo_ME000074090,0.0
ohe__CodArticulo_ME000073914,0.0
ohe__CodArticulo_ME000073910,0.0
ohe__CodArticulo_ME000073909,0.0
ohe__CodArticulo_ME000073813,0.0
ohe__CodArticulo_ME000073519,0.0
ohe__CodArticulo_ME000073511,0.0
ohe__CodArticulo_ME000073510,0.0
ohe__CodArticulo_ME000077480,0.0
ohe__CodArticulo_ME000077478,0.0
ohe__CodArticulo_ME000076953,0.0
ohe__CodArticulo_ME000076945,0.0
ohe__CodArticulo_ME000076334,0.0
ohe__CodArticulo_ME000075772,0.0
ohe__CodArticulo_ME000075771,0.0
ohe__CodArticulo_ME000075770,0.0
ohe__CodArticulo_ME000075768,0.0
ohe__CodArticulo_ME000075765,0.0
ohe__CodArticulo_ME000075764,0.0
ohe__CodArticulo_ME000075763,0.0
ohe__CodArticulo_ME000075712,0.0
ohe__CodArticulo_ME000075556,0.0
ohe__CodArticulo_ME000074767,0.0
ohe__CodArticulo_ME000079137,0.0
ohe__CodArticulo_ME000079135,0.0
ohe__CodArticulo_ME000079134,0.0
ohe__CodArticulo_ME000079133,0.0
ohe__CodArticulo_ME000079132,0.0
ohe__CodArticulo_ME000078441,0.0
ohe__CodArticulo_ME000078408,0.0
ohe__CodArticulo_ME000078342,0.0
ohe__CodArticulo_ME000078002,0.0
ohe__CodArticulo_ME000078001,0.0
ohe__CodArticulo_ME000078000,0.0
ohe__CodArticulo_ME000077579,0.0
ohe__CodArticulo_ME000077486,0.0
ohe__CodArticulo_ME000077484,0.0
ohe__CodArticulo_ME000077482,0.0
ohe__CodArticulo_ME000077481,0.0
ohe__CodArticulo_ME000080245,0.0
ohe__CodArticulo_ME000079958,0.0
ohe__CodArticulo_ME000079957,0.0
ohe__CodArticulo_ME000079773,0.0
ohe__CodArticulo_ME000079463,0.0
ohe__CodArticulo_ME000079448,0.0
ohe__CodArticulo_ME000079164,0.0
ohe__CodArticulo_ME000079163,0.0
ohe__CodArticulo_ME000079161,0.0
ohe__CodArticulo_ME000079143,0.0
ohe__CodArticulo_ME000079142,0.0
ohe__CodArticulo_ME000079141,0.0
ohe__CodArticulo_ME000079140,0.0
ohe__CodArticulo_ME000079139,0.0
ohe__CodArticulo_ME000079138,0.0
ohe__CodArticulo_ME000085797,0.0
ohe__CodArticulo_ME000085073,0.0
ohe__CodArticulo_ME000085072,0.0
ohe__CodArticulo_ME000085068,0.0
ohe__CodArticulo_ME000083791,0.0
ohe__CodArticulo_ME000083682,0.0
ohe__CodArticulo_ME000083679,0.0
ohe__CodArticulo_ME000082690,0.0
ohe__CodArticulo_ME000082689,0.0
ohe__CodArticulo_ME000082688,0.0
ohe__CodArticulo_ME000082265,0.0
ohe__CodArticulo_ME000081898,0.0
ohe__CodArticulo_ME000080502,0.0
ohe__CodArticulo_ME000080309,0.0
ohe__CodArticulo_ME000080308,0.0
ohe__CodArticulo_ME000080306,0.0
ohe__CodArticulo_ME000087105,0.0
ohe__CodArticulo_ME000085812,0.0
ohe__CodArticulo_ME000085811,0.0
ohe__CodArticulo_ME000085810,0.0
ohe__CodArticulo_ME000085809,0.0
ohe__CodArticulo_ME000085808,0.0
ohe__CodArticulo_ME000085807,0.0
ohe__CodArticulo_ME000085806,0.0
ohe__CodArticulo_ME000085805,0.0
ohe__CodArticulo_ME000085804,0.0
ohe__CodArticulo_ME000085803,0.0
ohe__CodArticulo_ME000085802,0.0
ohe__CodArticulo_ME000085801,0.0
ohe__CodArticulo_ME000085800,0.0
ohe__CodArticulo_ME000085799,0.0
ohe__CodArticulo_ME000085798,0.0
ohe__CodArticulo_ME000088943,0.0
ohe__CodArticulo_ME000087673,0.0
ohe__CodArticulo_ME000087671,0.0
ohe__CodArticulo_ME000087670,0.0
ohe__CodArticulo_ME000087124,0.0
ohe__CodArticulo_ME000087122,0.0
ohe__CodArticulo_ME000087120,0.0
ohe__CodArticulo_ME000087118,0.0
ohe__CodArticulo_ME000087117,0.0
ohe__CodArticulo_ME000087116,0.0
ohe__CodArticulo_ME000087115,0.0
ohe__CodArticulo_ME000087114,0.0
ohe__CodArticulo_ME000087113,0.0
ohe__CodArticulo_ME000087111,0.0
ohe__CodArticulo_ME000087106,0.0
ohe__CodArticulo_ME000091921,0.0
ohe__CodArticulo_ME000091920,0.0
ohe__CodArticulo_ME000091919,0.0
ohe__CodArticulo_ME000091439,0.0
ohe__CodArticulo_ME000091438,0.0
ohe__CodArticulo_ME000091144,0.0
ohe__CodArticulo_ME000090799,0.0
ohe__CodArticulo_ME000090798,0.0
ohe__CodArticulo_ME000090645,0.0
ohe__CodArticulo_ME000090288,0.0
ohe__CodArticulo_ME000090284,0.0
ohe__CodArticulo_ME000088956,0.0
ohe__CodArticulo_ME000088952,0.0
ohe__CodArticulo_ME000088950,0.0
ohe__CodArticulo_ME000088949,0.0
ohe__CodArticulo_ME000088947,0.0
ohe__CodArticulo_ME000092809,0.0
ohe__CodArticulo_ME000092808,0.0
ohe__CodArticulo_ME000092807,0.0
ohe__CodArticulo_ME000092806,0.0
ohe__CodArticulo_ME000092804,0.0
ohe__CodArticulo_ME000092803,0.0
ohe__CodArticulo_ME000092800,0.0
ohe__CodArticulo_ME000092798,0.0
ohe__CodArticulo_ME000092797,0.0
ohe__CodArticulo_ME000092796,0.0
ohe__CodArticulo_ME000092795,0.0
ohe__CodArticulo_ME000092366,0.0
ohe__CodArticulo_ME000092362,0.0
ohe__CodArticulo_ME000092361,0.0
ohe__CodArticulo_ME000092360,0.0
ohe__CodArticulo_ME000092081,0.0
ohe__CodArticulo_ME000093491,0.0
ohe__CodArticulo_ME000093490,0.0
ohe__CodArticulo_ME000093489,0.0
ohe__CodArticulo_ME000093487,0.0
ohe__CodArticulo_ME000093485,0.0
ohe__CodArticulo_ME000093483,0.0
ohe__CodArticulo_ME000093481,0.0
ohe__CodArticulo_ME000093479,0.0
ohe__CodArticulo_ME000093478,0.0
ohe__CodArticulo_ME000092997,0.0
ohe__CodArticulo_ME000092996,0.0
ohe__CodArticulo_ME000092942,0.0
ohe__CodArticulo_ME000092941,0.0
ohe__CodArticulo_ME000092815,0.0
ohe__CodArticulo_ME000092811,0.0
ohe__CodArticulo_ME000092810,0.0
ohe__CodArticulo_ME000094941,0.0
ohe__CodArticulo_ME000094571,0.0
ohe__CodArticulo_ME000094570,0.0
ohe__CodArticulo_ME000094569,0.0
ohe__CodArticulo_ME000094567,0.0
ohe__CodArticulo_ME000094566,0.0
ohe__CodArticulo_ME000094565,0.0
ohe__CodArticulo_ME000094563,0.0
ohe__CodArticulo_ME000094562,0.0
ohe__CodArticulo_ME000094561,0.0
ohe__CodArticulo_ME000094367,0.0
ohe__CodArticulo_ME000094179,0.0
ohe__CodArticulo_ME000094137,0.0
ohe__CodArticulo_ME000093493,0.0
ohe__CodArticulo_ME000093492,0.0
ohe__CodArticulo_ME000097523,0.0
ohe__CodArticulo_ME000097522,0.0
ohe__CodArticulo_ME000097519,0.0
ohe__CodArticulo_ME000097518,0.0
ohe__CodArticulo_ME000097517,0.0
ohe__CodArticulo_ME000097516,0.0
ohe__CodArticulo_ME000097016,0.0
ohe__CodArticulo_ME000096518,0.0
ohe__CodArticulo_ME000096510,0.0
ohe__CodArticulo_ME000096493,0.0
ohe__CodArticulo_ME000095955,0.0
ohe__CodArticulo_ME000095662,0.0
ohe__CodArticulo_ME000095226,0.0
ohe__CodArticulo_ME000094945,0.0
ohe__CodArticulo_ME000094943,0.0
ohe__CodArticulo_ME000100877,0.0
ohe__CodArticulo_ME000100876,0.0
ohe__CodArticulo_ME000100875,0.0
ohe__CodArticulo_ME000100838,0.0
ohe__CodArticulo_ME000099473,0.0
ohe__CodArticulo_ME000099394,0.0
ohe__CodArticulo_ME000099393,0.0
ohe__CodArticulo_ME000099387,0.0
ohe__CodArticulo_ME000099362,0.0
ohe__CodArticulo_ME000099354,0.0
ohe__CodArticulo_ME000099351,0.0
ohe__CodArticulo_ME000099349,0.0
ohe__CodArticulo_ME000098762,0.0
ohe__CodArticulo_ME000098751,0.0
ohe__CodArticulo_ME000097551,0.0
ohe__CodArticulo_ME000097550,0.0
ohe__CodArticulo_ME000105211,0.0
ohe__CodArticulo_ME000105208,0.0
ohe__CodArticulo_ME000105207,0.0
ohe__CodArticulo_ME000105206,0.0
ohe__CodArticulo_ME000104926,0.0
ohe__CodArticulo_ME000104916,0.0
ohe__CodArticulo_ME000104663,0.0
ohe__CodArticulo_ME000102311,0.0
ohe__CodArticulo_ME000102306,0.0
ohe__CodArticulo_ME000102304,0.0
ohe__CodArticulo_ME000102300,0.0
ohe__CodArticulo_ME000101764,0.0
ohe__CodArticulo_ME000101763,0.0
ohe__CodArticulo_ME000101475,0.0
ohe__CodArticulo_ME000100879,0.0
ohe__CodArticulo_ME000100878,0.0
ohe__CodArticulo_ME000107261,0.0
ohe__CodArticulo_ME000107260,0.0
ohe__CodArticulo_ME000106672,0.0
ohe__CodArticulo_ME000106317,0.0
ohe__CodArticulo_ME000106316,0.0
ohe__CodArticulo_ME000105837,0.0
ohe__CodArticulo_ME000105436,0.0
ohe__CodArticulo_ME000105431,0.0
ohe__CodArticulo_ME000105229,0.0
ohe__CodArticulo_ME000105228,0.0
ohe__CodArticulo_ME000105225,0.0
ohe__CodArticulo_ME000105224,0.0
ohe__CodArticulo_ME000105223,0.0
ohe__CodArticulo_ME000105219,0.0
ohe__CodArticulo_ME000105216,0.0
ohe__CodArticulo_ME000105214,0.0
ohe__CodArticulo_ME000107444,0.0
ohe__CodArticulo_ME000107443,0.0
ohe__CodArticulo_ME000107442,0.0
ohe__CodArticulo_ME000107441,0.0
ohe__CodArticulo_ME000107440,0.0
ohe__CodArticulo_ME000107439,0.0
ohe__CodArticulo_ME000107438,0.0
ohe__CodArticulo_ME000107437,0.0
ohe__CodArticulo_ME000107436,0.0
ohe__CodArticulo_ME000107434,0.0
ohe__CodArticulo_ME000107433,0.0
ohe__CodArticulo_ME000107432,0.0
ohe__CodArticulo_ME000107264,0.0
ohe__CodArticulo_ME000107263,0.0
ohe__CodArticulo_ME000107262,0.0
ohe__CodArticulo_ME000108110,0.0
ohe__CodArticulo_ME000107549,0.0
ohe__CodArticulo_ME000107531,0.0
ohe__CodArticulo_ME000107527,0.0
ohe__CodArticulo_ME000107522,0.0
ohe__CodArticulo_ME000107521,0.0
ohe__CodArticulo_ME000107517,0.0
ohe__CodArticulo_ME000107456,0.0
ohe__CodArticulo_ME000107455,0.0
ohe__CodArticulo_ME000107453,0.0
ohe__CodArticulo_ME000107452,0.0
ohe__CodArticulo_ME000107448,0.0
ohe__CodArticulo_ME000107447,0.0
ohe__CodArticulo_ME000107446,0.0
ohe__CodArticulo_ME000107445,0.0
ohe__CodArticulo_ME000109980,0.0
ohe__CodArticulo_ME000109978,0.0
ohe__CodArticulo_ME000109977,0.0
ohe__CodArticulo_ME000109974,0.0
ohe__CodArticulo_ME000109602,0.0
ohe__CodArticulo_ME000109561,0.0
ohe__CodArticulo_ME000109559,0.0
ohe__CodArticulo_ME000109263,0.0
ohe__CodArticulo_ME000109250,0.0
ohe__CodArticulo_ME000109241,0.0
ohe__CodArticulo_ME000109237,0.0
ohe__CodArticulo_ME000109236,0.0
ohe__CodArticulo_ME000108189,0.0
ohe__CodArticulo_ME000108188,0.0
ohe__CodArticulo_ME000108185,0.0
ohe__CodArticulo_ME000108115,0.0
ohe__CodArticulo_ME000110058,0.0
ohe__CodArticulo_ME000110057,0.0
ohe__CodArticulo_ME000110056,0.0
ohe__CodArticulo_ME000110055,0.0
ohe__CodArticulo_ME000110054,0.0
ohe__CodArticulo_ME000110053,0.0
ohe__CodArticulo_ME000110052,0.0
ohe__CodArticulo_ME000110051,0.0
ohe__CodArticulo_ME000110050,0.0
ohe__CodArticulo_ME000110049,0.0
ohe__CodArticulo_ME000110048,0.0
ohe__CodArticulo_ME000110047,0.0
ohe__CodArticulo_ME000110046,0.0
ohe__CodArticulo_ME000110045,0.0
ohe__CodArticulo_ME000110044,0.0
ohe__CodArticulo_ME000109981,0.0
ohe__CodArticulo_ME000111630,0.0
ohe__CodArticulo_ME000111609,0.0
ohe__CodArticulo_ME000111479,0.0
ohe__CodArticulo_ME000111475,0.0
ohe__CodArticulo_ME000111470,0.0
ohe__CodArticulo_ME000111469,0.0
ohe__CodArticulo_ME000111468,0.0
ohe__CodArticulo_ME000111190,0.0
ohe__CodArticulo_ME000111189,0.0
ohe__CodArticulo_ME000111188,0.0
ohe__CodArticulo_ME000110065,0.0
ohe__CodArticulo_ME000110064,0.0
ohe__CodArticulo_ME000110063,0.0
ohe__CodArticulo_ME000110062,0.0
ohe__CodArticulo_ME000110060,0.0
ohe__CodArticulo_ME000110059,0.0
ohe__CodArticulo_ME000112004,0.0
ohe__CodArticulo_ME000112003,0.0
ohe__CodArticulo_ME000112002,0.0
ohe__CodArticulo_ME000112000,0.0
ohe__CodArticulo_ME000111999,0.0
ohe__CodArticulo_ME000111998,0.0
ohe__CodArticulo_ME000111997,0.0
ohe__CodArticulo_ME000111996,0.0
ohe__CodArticulo_ME000111995,0.0
ohe__CodArticulo_ME000111994,0.0
ohe__CodArticulo_ME000111993,0.0
ohe__CodArticulo_ME000111992,0.0
ohe__CodArticulo_ME000111991,0.0
ohe__CodArticulo_ME000111866,0.0
ohe__CodArticulo_ME000111635,0.0
ohe__CodArticulo_ME000111633,0.0
ohe__CodArticulo_ME000112204,0.0
ohe__CodArticulo_ME000112195,0.0
ohe__CodArticulo_ME000112090,0.0
ohe__CodArticulo_ME000112076,0.0
ohe__CodArticulo_ME000112074,0.0
ohe__CodArticulo_ME000112073,0.0
ohe__CodArticulo_ME000112024,0.0
ohe__CodArticulo_ME000112023,0.0
ohe__CodArticulo_ME000112022,0.0
ohe__CodArticulo_ME000112021,0.0
ohe__CodArticulo_ME000112020,0.0
ohe__CodArticulo_ME000112019,0.0
ohe__CodArticulo_ME000112018,0.0
ohe__CodArticulo_ME000112017,0.0
ohe__CodArticulo_ME000112008,0.0
ohe__CodArticulo_ME000112006,0.0
ohe__CodArticulo_ME000112777,0.0
ohe__CodArticulo_ME000112776,0.0
ohe__CodArticulo_ME000112775,0.0
ohe__CodArticulo_ME000112774,0.0
ohe__CodArticulo_ME000112770,0.0
ohe__CodArticulo_ME000112769,0.0
ohe__CodArticulo_ME000112500,0.0
ohe__CodArticulo_ME000112496,0.0
ohe__CodArticulo_ME000112495,0.0
ohe__CodArticulo_ME000112493,0.0
ohe__CodArticulo_ME000112491,0.0
ohe__CodArticulo_ME000112346,0.0
ohe__CodArticulo_ME000112245,0.0
ohe__CodArticulo_ME000116580,0.0
ohe__CodArticulo_ME000116577,0.0
ohe__CodArticulo_ME000115724,0.0
ohe__CodArticulo_ME000115547,0.0
ohe__CodArticulo_ME000115216,0.0
ohe__CodArticulo_ME000114947,0.0
ohe__CodArticulo_ME000113902,0.0
ohe__CodArticulo_ME000113901,0.0
ohe__CodArticulo_ME000113900,0.0
ohe__CodArticulo_ME000113897,0.0
ohe__CodArticulo_ME000113896,0.0
ohe__CodArticulo_ME000113895,0.0
ohe__CodArticulo_ME000113859,0.0
ohe__CodArticulo_ME000113589,0.0
ohe__CodArticulo_ME000113525,0.0
ohe__CodArticulo_ME000112968,0.0
ohe__CodArticulo_ME000117546,0.0
ohe__CodArticulo_ME000117545,0.0
ohe__CodArticulo_ME000117355,0.0
ohe__CodArticulo_ME000117302,0.0
ohe__CodArticulo_ME000117227,0.0
ohe__CodArticulo_ME000117226,0.0
ohe__CodArticulo_ME000117092,0.0
ohe__CodArticulo_ME000116994,0.0
ohe__CodArticulo_ME000116993,0.0
ohe__CodArticulo_ME000116767,0.0
ohe__CodArticulo_ME000116595,0.0
ohe__CodArticulo_ME000116593,0.0
ohe__CodArticulo_ME000116591,0.0
ohe__CodArticulo_ME000116583,0.0
ohe__CodArticulo_ME000116582,0.0
ohe__CodArticulo_ME000116581,0.0
ohe__CodArticulo_ME000117972,0.0
ohe__CodArticulo_ME000117971,0.0
ohe__CodArticulo_ME000117967,0.0
ohe__CodArticulo_ME000117964,0.0
ohe__CodArticulo_ME000117962,0.0
ohe__CodArticulo_ME000117956,0.0
ohe__CodArticulo_ME000117955,0.0
ohe__CodArticulo_ME000117954,0.0
ohe__CodArticulo_ME000117953,0.0
ohe__CodArticulo_ME000117952,0.0
ohe__CodArticulo_ME000117951,0.0
ohe__CodArticulo_ME000117947,0.0
ohe__CodArticulo_ME000117552,0.0
ohe__CodArticulo_ME000117551,0.0
ohe__CodArticulo_ME000117550,0.0
ohe__CodArticulo_ME000117549,0.0
ohe__CodArticulo_ME000118797,0.0
ohe__CodArticulo_ME000118796,0.0
ohe__CodArticulo_ME000118786,0.0
ohe__CodArticulo_ME000118631,0.0
ohe__CodArticulo_ME000118458,0.0
ohe__CodArticulo_ME000118456,0.0
ohe__CodArticulo_ME000118451,0.0
ohe__CodArticulo_ME000118442,0.0
ohe__CodArticulo_ME000118436,0.0
ohe__CodArticulo_ME000118342,0.0
ohe__CodArticulo_ME000118341,0.0
ohe__CodArticulo_ME000118336,0.0
ohe__CodArticulo_ME000118161,0.0
ohe__CodArticulo_ME000118052,0.0
ohe__CodArticulo_ME000118051,0.0
ohe__CodArticulo_ME000117973,0.0
ohe__CodArticulo_ME000121665,0.0
ohe__CodArticulo_ME000121664,0.0
ohe__CodArticulo_ME000121489,0.0
ohe__CodArticulo_ME000121488,0.0
ohe__CodArticulo_ME000119798,0.0
ohe__CodArticulo_ME000119707,0.0
ohe__CodArticulo_ME000119706,0.0
ohe__CodArticulo_ME000119705,0.0
ohe__CodArticulo_ME000119500,0.0
ohe__CodArticulo_ME000119499,0.0
ohe__CodArticulo_ME000119496,0.0
ohe__CodArticulo_ME000119493,0.0
ohe__CodArticulo_ME000118914,0.0
ohe__CodArticulo_00000001898,0.0
ohe__CodArticulo_00000001897,0.0
ohe__CodArticulo_00000002333,0.0
ohe__CodArticulo_00000002332,0.0
ohe__CodArticulo_00000002331,0.0
ohe__CodArticulo_00000002323,0.0
ohe__CodArticulo_00000002322,0.0
ohe__CodArticulo_00000002320,0.0
ohe__CodArticulo_00000002318,0.0
ohe__CodArticulo_00000002315,0.0
ohe__CodArticulo_00000002314,0.0
ohe__CodArticulo_00000002313,0.0
ohe__CodArticulo_00000002309,0.0
ohe__CodArticulo_00000002127,0.0
ohe__CodArticulo_00000002125,0.0
ohe__CodArticulo_ME000118913,0.0
ohe__CodArticulo_ME000118798,0.0
ohe__CodArticulo_ME000122234,0.0
ohe__CodArticulo_ME000121680,0.0
ohe__CodArticulo_ME000121679,0.0
ohe__CodArticulo_ME000121678,0.0
ohe__CodArticulo_ME000121677,0.0
ohe__CodArticulo_ME000121673,0.0
ohe__CodArticulo_ME000121668,0.0
ohe__CodArticulo_ME000121667,0.0
ohe__CodArticulo_ME000121666,0.0
ohe__CodArticulo_ME000122974,0.0
ohe__CodArticulo_ME000122973,0.0
ohe__CodArticulo_ME000122972,0.0
ohe__CodArticulo_ME000122872,0.0
ohe__CodArticulo_ME000122871,0.0
ohe__CodArticulo_ME000122347,0.0
ohe__CodArticulo_ME000122244,0.0
ohe__CodArticulo_ME000122243,0.0
ohe__CodArticulo_ME000122242,0.0
ohe__CodArticulo_ME000122241,0.0
ohe__CodArticulo_ME000122240,0.0
ohe__CodArticulo_ME000122239,0.0
ohe__CodArticulo_ME000122238,0.0
ohe__CodArticulo_ME000124757,0.0
ohe__CodArticulo_ME000123441,0.0
ohe__CodArticulo_ME000123436,0.0
ohe__CodArticulo_ME000123435,0.0
ohe__CodArticulo_ME000123432,0.0
ohe__CodArticulo_ME000123431,0.0
ohe__CodArticulo_ME000123430,0.0
ohe__CodArticulo_ME000123189,0.0
ohe__CodArticulo_ME000123188,0.0
ohe__CodArticulo_ME000123187,0.0
ohe__CodArticulo_ME000123186,0.0
ohe__CodArticulo_ME000122979,0.0
ohe__CodArticulo_ME000122978,0.0
ohe__CodArticulo_ME000122977,0.0
ohe__CodArticulo_ME000122976,0.0
ohe__CodArticulo_ME000125402,0.0
ohe__CodArticulo_ME000125401,0.0
ohe__CodArticulo_ME000125399,0.0
ohe__CodArticulo_ME000125398,0.0
ohe__CodArticulo_ME000125209,0.0
ohe__CodArticulo_ME000125208,0.0
ohe__CodArticulo_ME000125207,0.0
